id,tweet_type,attack_annotation
943057394493546496,tweet,1
943057402877874177,tweet,1
943057419646750722,tweet,1
943057432254861312,tweet,1
943057432246411265,tweet,1
943057440622432256,tweet,1
943057440643387392,tweet,1
943057822316748800,tweet,1
943057822312468482,tweet,1
943057864242925568,tweet,1
943057872631554055,tweet,1
943057885231280128,tweet,1
943057914583048192,tweet,1
943057939753000961,tweet,1
943057952314970112,tweet,1
943057969104740353,tweet,1
943053653153370112,deletion,1
943057985881935872,tweet,1
943057990080450560,tweet,1
943057998469062656,tweet,1
943057998464864256,tweet,1
943058011035242496,tweet,1
943058011035193344,tweet,1
943058015250468865,tweet,1
943058048817553409,tweet,1
943058048800690176,tweet,1
943058069768065024,tweet,1
943058120108101632,tweet,1
943058128500854784,tweet,1
943058136889479168,tweet,1
943053359564681216,deletion,1
943053359568818176,deletion,1
943053363742167040,deletion,1
943053166609883136,deletion,1
943053175015211009,deletion,1
943057402877874177,deletion,1
943057394493546496,deletion,1
943057419646750722,deletion,1
943057432254861312,deletion,1
943057432246411265,deletion,1
943057440643387392,deletion,1
943057440622432256,deletion,1
943053393123315712,deletion,1
943053401503526913,deletion,1
943053422491787264,deletion,1
943053451851857920,deletion,1
943053497976737792,deletion,1
943053514745540615,deletion,1
943053527336865793,deletion,1
943053569279832064,deletion,1
943053573474091009,deletion,1
943053573465796608,deletion,1
943053598652592128,deletion,1
943053619611529216,deletion,1
943053619615682565,deletion,1
943053619594702848,deletion,1
943053632177688578,deletion,1
943053644760584192,deletion,1
943053657360265216,deletion,1
943057822316748800,deletion,1
943057822312468482,deletion,1
943057864242925568,deletion,1
943057872631554055,deletion,1
943057885231280128,deletion,1
943057914583048192,deletion,1
943057939753000961,deletion,1
943057952314970112,deletion,1
943057969104740353,deletion,1
943057985881935872,deletion,1
943057990080450560,deletion,1
943057998469062656,deletion,1
943057998464864256,deletion,1
943058011035193344,deletion,1
943058011035242496,deletion,1
943058015250468865,deletion,1
943058048800690176,deletion,1
943058048817553409,deletion,1
943058069768065024,deletion,1
943058120108101632,deletion,1
943058128500854784,deletion,1
943058136889479168,deletion,1
943077434873794562,tweet,2
943077434869547009,tweet,2
943077447469236225,tweet,2
943077464246509569,tweet,2
943077468424081409,tweet,2
943077480998502400,tweet,2
943077489395601409,tweet,2
943077497788301312,tweet,2
943077501970145285,tweet,2
943077506172715008,tweet,2
943077510375501825,tweet,2
943077527140077568,tweet,2
943077527165206534,tweet,2
943077602633404416,tweet,2
943077606827745280,tweet,2
943077606823530496,tweet,2
943077636183658496,tweet,2
943077636213018625,tweet,2
943077640394674177,tweet,2
943077644589027328,tweet,2
943077652960894978,tweet,2
943077669754867712,tweet,2
943077682321002496,tweet,2
943077497788301312,deletion,2
943077434873794562,deletion,2
943077434869547009,deletion,2
943077447469236225,deletion,2
943077468424081409,deletion,2
943077464246509569,deletion,2
943077489395601409,deletion,2
943077480998502400,deletion,2
943077501970145285,deletion,2
943077506172715008,deletion,2
943077510375501825,deletion,2
943077527140077568,deletion,2
943077527165206534,deletion,2
943077606823530496,deletion,2
943077606827745280,deletion,2
943077602633404416,deletion,2
943077636213018625,deletion,2
943077636183658496,deletion,2
943077640394674177,deletion,2
943077644589027328,deletion,2
943077652960894978,deletion,2
943077669754867712,deletion,2
943077682321002496,deletion,2
945360054810791942,tweet,1
945360063170039809,tweet,1
945360067393736705,tweet,1
945360071592202240,tweet,1
945360092567932929,tweet,1
945360096737087490,tweet,1
945360109315731456,tweet,1
945360117712736256,tweet,1
945360155478253568,tweet,1
945360155457282049,tweet,1
945360159659970560,tweet,1
945360189011714050,tweet,1
945360197408739328,tweet,1
945360201607151617,tweet,1
945360214198489090,tweet,1
945360235144843264,tweet,1
945360247723581445,tweet,1
945360256141545472,tweet,1
945360268724523008,tweet,1
945360490997403650,tweet,1
945360499377606657,tweet,1
945360528750280704,tweet,1
945360541333229568,tweet,1
945360553941364736,tweet,1
945360570705956864,tweet,1
945360574879293443,tweet,1
945360587495755776,tweet,1
945360595875958788,tweet,1
945360629413670912,tweet,1
945360629434667009,tweet,1
945360633599614976,tweet,1
945360637823156224,tweet,1
945360662989082624,tweet,1
945360675550965765,tweet,1
945360679745318913,tweet,1
945360683943768065,tweet,1
945360688142274561,tweet,1
945360700716830720,tweet,1
945360713291370498,tweet,1
945360738457128962,tweet,1
945360742672424961,tweet,1
945360751035895810,tweet,1
945360784602824706,tweet,1
945360801405308928,tweet,1
945360054810791942,deletion,1
945360063170039809,deletion,1
945360067393736705,deletion,1
945360071592202240,deletion,1
945360092567932929,deletion,1
945360096737087490,deletion,1
945360109315731456,deletion,1
945360117712736256,deletion,1
945360155478253568,deletion,1
945360155457282049,deletion,1
945360159659970560,deletion,1
945360189011714050,deletion,1
945360197408739328,deletion,1
945360201607151617,deletion,1
945360214198489090,deletion,1
945360247723581445,deletion,1
945360235144843264,deletion,1
945360256141545472,deletion,1
945360268724523008,deletion,1
945360499377606657,deletion,1
945360490997403650,deletion,1
945360528750280704,deletion,1
945360541333229568,deletion,1
945360553941364736,deletion,1
945360570705956864,deletion,1
945360574879293443,deletion,1
945360587495755776,deletion,1
945360595875958788,deletion,1
945360629413670912,deletion,1
945360629434667009,deletion,1
945360633599614976,deletion,1
945360637823156224,deletion,1
945360662989082624,deletion,1
945360675550965765,deletion,1
945360683943768065,deletion,1
945360679745318913,deletion,1
945360688142274561,deletion,1
945360700716830720,deletion,1
945360713291370498,deletion,1
945360738457128962,deletion,1
945360742672424961,deletion,1
945360751035895810,deletion,1
945360784602824706,deletion,1
945360801405308928,deletion,1
945362936297672704,tweet,2
945363057919832064,tweet,2
945363125049622528,tweet,2
945363154401406978,tweet,2
945363166992719873,tweet,2
945363171174428673,tweet,2
945363372484243457,tweet,2
945363452196982784,tweet,2
945362936297672704,deletion,2
945363057919832064,deletion,2
945363125049622528,deletion,2
945363154401406978,deletion,2
945363166992719873,deletion,2
945363171174428673,deletion,2
945363372484243457,deletion,2
945363452196982784,deletion,2
945363817072091138,tweet,3
945363829692788737,tweet,3
945363863234600960,tweet,3
945363926132445184,tweet,3
945363951323439106,tweet,3
945363955488305152,tweet,3
945363955500879872,tweet,3
945363817072091138,deletion,3
945363829692788737,deletion,3
945363863234600960,deletion,3
945363926132445184,deletion,3
945363951323439106,deletion,3
945363955500879872,deletion,3
945363955488305152,deletion,3
945365096355811330,tweet,4
945365104744333313,tweet,4
945365138307153922,tweet,4
945365138298859520,tweet,4
945365163456323584,tweet,4
945365171840708609,tweet,4
945365176030846977,tweet,4
945365180237668355,tweet,4
945365188643115008,tweet,4
945365201225908226,tweet,4
945365234780397568,tweet,4
945365247359102981,tweet,4
945365251532427264,tweet,4
945365259950358535,tweet,4
945365264111202304,tweet,4
945365272533270529,tweet,4
945365285086875650,tweet,4
945365289297903617,tweet,4
945365293496455170,tweet,4
945365297682436097,tweet,4
945365356402696193,tweet,4
945365356398497793,tweet,4
945365377378373637,tweet,4
945365381572542464,tweet,4
945365385775386624,tweet,4
945365389940281344,tweet,4
945365398324760576,tweet,4
945365532546564096,tweet,4
945365574506418182,tweet,4
945365599655522304,tweet,4
945365654185697281,tweet,4
945365708719915008,tweet,4
945365712914321408,tweet,4
945365767431827456,tweet,4
945365767431901184,tweet,4
945365771634520065,tweet,4
945365788432662529,tweet,4
945365805197176832,tweet,4
945365574506418182,deletion,4
945365096355811330,deletion,4
945365104744333313,deletion,4
945365138307153922,deletion,4
945365138298859520,deletion,4
945365385775386624,deletion,4
945365163456323584,deletion,4
945365176030846977,deletion,4
945365180237668355,deletion,4
945365171840708609,deletion,4
945365188643115008,deletion,4
945365201225908226,deletion,4
945365234780397568,deletion,4
945365247359102981,deletion,4
945365251532427264,deletion,4
945365259950358535,deletion,4
945365264111202304,deletion,4
945365272533270529,deletion,4
945365285086875650,deletion,4
945365289297903617,deletion,4
945365293496455170,deletion,4
945365297682436097,deletion,4
945365356398497793,deletion,4
945365356402696193,deletion,4
945365377378373637,deletion,4
945365381572542464,deletion,4
945365389940281344,deletion,4
945365398324760576,deletion,4
945365532546564096,deletion,4
945365599655522304,deletion,4
945365654185697281,deletion,4
945365712914321408,deletion,4
945365708719915008,deletion,4
945365767431827456,deletion,4
945365767431901184,deletion,4
945365771634520065,deletion,4
945365788432662529,deletion,4
945365805197176832,deletion,4
945902353160527872,tweet,1
945902357325533184,tweet,1
945902390905069569,tweet,1
945902399289548800,tweet,1
945902416041529344,tweet,1
945902424455303169,tweet,1
945902428653801472,tweet,1
945902457992957952,tweet,1
945902478960275456,tweet,1
945902504130293761,tweet,1
945902525118599168,tweet,1
945902533498859520,tweet,1
945902541887430656,tweet,1
945902550292803584,tweet,1
945902579615260672,tweet,1
945902579632017408,tweet,1
945902583809486848,tweet,1
945902625786089472,tweet,1
945902629963681792,tweet,1
945902353160527872,deletion,1
945902357325533184,deletion,1
945902390905069569,deletion,1
945902399289548800,deletion,1
945902416041529344,deletion,1
945902424455303169,deletion,1
945902428653801472,deletion,1
945902457992957952,deletion,1
945902478960275456,deletion,1
945902504130293761,deletion,1
945902525118599168,deletion,1
945902533498859520,deletion,1
945902541887430656,deletion,1
945902550292803584,deletion,1
945902583809486848,deletion,1
945902579632017408,deletion,1
945902579615260672,deletion,1
945902625786089472,deletion,1
945902629963681792,deletion,1
947479134606954496,tweet,1
947479143012282368,tweet,1
947479176550010880,tweet,1
947479176575057921,tweet,1
947479193335541760,tweet,1
947479327565901824,tweet,1
947479377884966912,tweet,1
947479524702289920,tweet,1
947479600191492096,tweet,1
947479600208195584,tweet,1
947480124487806976,tweet,1
947480258697220097,tweet,1
947480296445931520,tweet,1
947480443225550848,tweet,1
947480447449292801,tweet,1
947480480991072256,tweet,1
947480501983547392,tweet,1
947480531326963712,tweet,1
947480606803419136,tweet,1
947480611010285568,tweet,1
947480623593263106,tweet,1
947480661367156736,tweet,1
947480690693738497,tweet,1
947480829101576192,tweet,1
947480871065530369,tweet,1
947480933959168001,tweet,1
947480971745611776,tweet,1
947480996882145280,tweet,1
947481059809288193,tweet,1
947481114322534402,tweet,1
947481311454916608,tweet,1
947479377884966912,deletion,1
947481370166734848,tweet,1
947481542170996738,tweet,1
947481542170996738,deletion,1
947480871065530369,deletion,1
947481311454916608,deletion,1
947479143012282368,deletion,1
947479134606954496,deletion,1
947480611010285568,deletion,1
947481114322534402,deletion,1
947480501983547392,deletion,1
947479176575057921,deletion,1
947479193335541760,deletion,1
947479176550010880,deletion,1
947480996882145280,deletion,1
947480124487806976,deletion,1
947480443225550848,deletion,1
947481059809288193,deletion,1
947479600191492096,deletion,1
947480531326963712,deletion,1
947480606803419136,deletion,1
947480661367156736,deletion,1
947480829101576192,deletion,1
947479327565901824,deletion,1
947479524702289920,deletion,1
947479600208195584,deletion,1
947480623593263106,deletion,1
947480447449292801,deletion,1
947480690693738497,deletion,1
947481370166734848,deletion,1
947480296445931520,deletion,1
947480933959168001,deletion,1
947480971745611776,deletion,1
947480258697220097,deletion,1
947480480991072256,deletion,1
948960583759560705,tweet,1
948960617301495809,tweet,1
948960650876915713,tweet,1
948960696997433344,tweet,1
948960856385212417,tweet,1
948960877377654785,tweet,1
948960889952178176,tweet,1
948960910919520256,tweet,1
948960919329140736,tweet,1
948960923523436544,tweet,1
948960931874091008,tweet,1
948960936106299393,tweet,1
948960936089485312,tweet,1
948960940275486720,tweet,1
948960944457175041,tweet,1
948960973842501633,tweet,1
948960998983176192,tweet,1
948961011566080003,tweet,1
948961024178311170,tweet,1
948961057720152066,tweet,1
948961066104639488,tweet,1
948961078708498437,tweet,1
948961082890219520,tweet,1
948961087080292352,tweet,1
948961108051841024,tweet,1
948961112237789185,tweet,1
948961112229281795,tweet,1
948961124812279808,tweet,1
948961141618823168,tweet,1
948961141610426368,tweet,1
948961422620483584,tweet,1
948961607194955776,tweet,1
948961636529983488,tweet,1
948961707858284550,tweet,1
948961863009820673,tweet,1
948961636529983488,deletion,1
948962068568461313,tweet,1
948962462832963585,tweet,1
948962475403300864,tweet,1
948962521519620097,tweet,1
948962576079212545,tweet,1
948963066791723008,tweet,1
948963393955807232,tweet,1
948963716896346112,tweet,1
948963729487654912,tweet,1
948963737867816960,tweet,1
948963758868717570,tweet,1
948963758864560128,tweet,1
948963767257268224,tweet,1
948963775620747265,tweet,1
948963779819208705,tweet,1
948963788228890625,tweet,1
948963800803434497,tweet,1
948963800816017408,tweet,1
948963813369446400,tweet,1
948963817588953088,tweet,1
948963821749723136,tweet,1
948963821783343105,tweet,1
948963821762367488,tweet,1
948963838535356417,tweet,1
948963842754842624,tweet,1
948963863717908491,tweet,1
948963863705382912,tweet,1
948963867912298497,tweet,1
948963880499376130,tweet,1
948963880486817792,tweet,1
948963888871235586,tweet,1
948963893073899520,tweet,1
948963897268232192,tweet,1
948963905673494532,tweet,1
948963914024411138,tweet,1
948963918248140801,tweet,1
948963943384604672,tweet,1
948963943388762112,tweet,1
948963943422324736,tweet,1
948963951798358016,tweet,1
948963951777402880,tweet,1
948962576079212545,deletion,1
948960617301495809,deletion,1
948960856385212417,deletion,1
948961707858284550,deletion,1
948961607194955776,deletion,1
948963066791723008,deletion,1
948962521519620097,deletion,1
948962475403300864,deletion,1
948961422620483584,deletion,1
948960583759560705,deletion,1
948961863009820673,deletion,1
948960923523436544,deletion,1
948960877377654785,deletion,1
948960696997433344,deletion,1
948962068568461313,deletion,1
948962462832963585,deletion,1
948960889952178176,deletion,1
948960910919520256,deletion,1
948960919329140736,deletion,1
948960936106299393,deletion,1
948960931874091008,deletion,1
948960936089485312,deletion,1
948960940275486720,deletion,1
948960944457175041,deletion,1
948960973842501633,deletion,1
948960998983176192,deletion,1
948961011566080003,deletion,1
948961024178311170,deletion,1
948961057720152066,deletion,1
948961066104639488,deletion,1
948961078708498437,deletion,1
948961082890219520,deletion,1
948961087080292352,deletion,1
948961112229281795,deletion,1
948961108051841024,deletion,1
948961124812279808,deletion,1
948961112237789185,deletion,1
948961141618823168,deletion,1
948961141610426368,deletion,1
948963716896346112,deletion,1
948963729487654912,deletion,1
948963737867816960,deletion,1
948963758864560128,deletion,1
948963758868717570,deletion,1
948963767257268224,deletion,1
948963775620747265,deletion,1
948963779819208705,deletion,1
948963788228890625,deletion,1
948963800803434497,deletion,1
948963800816017408,deletion,1
948963813369446400,deletion,1
948963817588953088,deletion,1
948963821783343105,deletion,1
948963821762367488,deletion,1
948963821749723136,deletion,1
948963842754842624,deletion,1
948963838535356417,deletion,1
948963867912298497,deletion,1
948963863717908491,deletion,1
948963863705382912,deletion,1
948963880486817792,deletion,1
948963880499376130,deletion,1
948963888871235586,deletion,1
948963897268232192,deletion,1
948963893073899520,deletion,1
948963905673494532,deletion,1
948963914024411138,deletion,1
948963918248140801,deletion,1
948963943384604672,deletion,1
948963943388762112,deletion,1
948963951777402880,deletion,1
948963943422324736,deletion,1
948963951798358016,deletion,1
948960650876915713,deletion,1
948963393955807232,deletion,1
952110103406305280,tweet,1
952110103414673408,tweet,1
952110107613122561,tweet,1
952110128580431872,tweet,1
952110136981585921,tweet,1
952110145378627584,tweet,1
952110174738829312,tweet,1
952110178920550401,tweet,1
952110195689353216,tweet,1
952110250198478848,tweet,1
952110258612252672,tweet,1
952110267005054976,tweet,1
952110271207759872,tweet,1
952110279562756096,tweet,1
952110304737091584,tweet,1
952110308948086784,tweet,1
952110313142476801,tweet,1
952110313125621760,tweet,1
952110313150844928,tweet,1
952110317328363520,tweet,1
952110321510047744,tweet,1
952110480906248192,tweet,1
952110485117300736,tweet,1
952110489299021824,tweet,1
952110497683341313,tweet,1
952110522866044929,tweet,1
952110606718513152,tweet,1
952110610912894976,tweet,1
952110636112244737,tweet,1
952110661265485824,tweet,1
952110686418718720,tweet,1
952110103406305280,deletion,1
952110103414673408,deletion,1
952110107613122561,deletion,1
952110128580431872,deletion,1
952110136981585921,deletion,1
952110145378627584,deletion,1
952110174738829312,deletion,1
952110178920550401,deletion,1
952110195689353216,deletion,1
952110250198478848,deletion,1
952110258612252672,deletion,1
952110267005054976,deletion,1
952110271207759872,deletion,1
952110279562756096,deletion,1
952110304737091584,deletion,1
952110308948086784,deletion,1
952110313142476801,deletion,1
952110313150844928,deletion,1
952110313125621760,deletion,1
952110321510047744,deletion,1
952110317328363520,deletion,1
952110480906248192,deletion,1
952110485117300736,deletion,1
952110489299021824,deletion,1
952110497683341313,deletion,1
952110522866044929,deletion,1
952110606718513152,deletion,1
952110610912894976,deletion,1
952110636112244737,deletion,1
952110661265485824,deletion,1
952110686418718720,deletion,1
952134572992495619,tweet,2
952134577186836480,tweet,2
952134581376954368,tweet,2
952134598141599745,tweet,2
952134631716982784,tweet,2
952134644304175105,tweet,2
952134652663386112,tweet,2
952134665263091712,tweet,2
952134665271480320,tweet,2
952134669461487616,tweet,2
952134677824983041,tweet,2
952134682036097025,tweet,2
952134686234509313,tweet,2
952134707185057792,tweet,2
952134711408840704,tweet,2
952134749132414977,tweet,2
952134753343373312,tweet,2
952134753351806976,tweet,2
952134765905432576,tweet,2
952134782720331776,tweet,2
952134904325734400,tweet,2
952134916904554496,tweet,2
952134921107230720,tweet,2
952134942082981888,tweet,2
952134979819012098,tweet,2
952134996621438977,tweet,2
952135017584627712,tweet,2
952135080494891008,tweet,2
952135101479088128,tweet,2
952135101458145281,tweet,2
952135109855121408,tweet,2
952135114032599040,tweet,2
952135126615515136,tweet,2
952135126640660481,tweet,2
952134572992495619,deletion,2
952134581376954368,deletion,2
952134577186836480,deletion,2
952134598141599745,deletion,2
952134631716982784,deletion,2
952134644304175105,deletion,2
952134652663386112,deletion,2
952134665271480320,deletion,2
952134665263091712,deletion,2
952134669461487616,deletion,2
952134677824983041,deletion,2
952134682036097025,deletion,2
952134686234509313,deletion,2
952134707185057792,deletion,2
952134711408840704,deletion,2
952134749132414977,deletion,2
952134753343373312,deletion,2
952134753351806976,deletion,2
952134765905432576,deletion,2
952134782720331776,deletion,2
952134904325734400,deletion,2
952134916904554496,deletion,2
952134921107230720,deletion,2
952134942082981888,deletion,2
952134979819012098,deletion,2
952134996621438977,deletion,2
952135017584627712,deletion,2
952135080494891008,deletion,2
952135101479088128,deletion,2
952135101458145281,deletion,2
952135109855121408,deletion,2
952135114032599040,deletion,2
952135126640660481,deletion,2
952135126615515136,deletion,2
952963291952840705,tweet,1
952963350694068224,tweet,1
952963354875908097,tweet,1
952963384248537088,tweet,1
952963384248545280,tweet,1
952963388446990336,tweet,1
952963417794596864,tweet,1
952963421972070401,tweet,1
952963442943635457,tweet,1
952963442947903488,tweet,1
952963468113608704,tweet,1
952963476502310912,tweet,1
952963518445359104,tweet,1
952963757524832256,tweet,1
952963761735905282,tweet,1
952963803674750977,tweet,1
952963849820475394,tweet,1
952963895957839874,tweet,1
952963291952840705,deletion,1
952963900139556870,tweet,1
952963900114423808,tweet,1
952963933668823040,tweet,1
952963937892556802,tweet,1
952963950471254018,tweet,1
952963979806236672,tweet,1
952963350694068224,deletion,1
952963354875908097,deletion,1
952963384248545280,deletion,1
952963388446990336,deletion,1
952963384248537088,deletion,1
952963417794596864,deletion,1
952963421972070401,deletion,1
952963442947903488,deletion,1
952963442943635457,deletion,1
952963468113608704,deletion,1
952963476502310912,deletion,1
952963518445359104,deletion,1
952963757524832256,deletion,1
952963761735905282,deletion,1
952963803674750977,deletion,1
952963849820475394,deletion,1
952963900139556870,deletion,1
952963895957839874,deletion,1
952963900114423808,deletion,1
952963933668823040,deletion,1
952963937892556802,deletion,1
952963950471254018,deletion,1
952963979806236672,deletion,1
953301222836068352,tweet,1
953301243816042496,tweet,1
953301285759012864,tweet,1
953301298325131264,tweet,1
953301310908125185,tweet,1
953301386418147328,tweet,1
953301474490093568,tweet,1
953301478701256706,tweet,1
953301487072968704,tweet,1
953301487081279488,tweet,1
953301512255569922,tweet,1
953301529011851264,tweet,1
953301537400467456,tweet,1
953301537396228096,tweet,1
953301541603172352,tweet,1
953301550012796930,tweet,1
953301566756442113,tweet,1
953301579351851008,tweet,1
953301587753144321,tweet,1
953301604526108672,tweet,1
953301604538646535,tweet,1
953301608716210181,tweet,1
953301608720470016,tweet,1
953301612902182917,tweet,1
953301621294993408,tweet,1
953301625497669634,tweet,1
953301629666766848,tweet,1
953301646443995136,tweet,1
953301646448226307,tweet,1
953301646481743872,tweet,1
953301650671919110,tweet,1
953301675829231616,tweet,1
953301684205293568,tweet,1
953301684201185280,tweet,1
953301684222119936,tweet,1
953301747119853568,tweet,1
953301763922300928,tweet,1
953301768108171270,tweet,1
953301298325131264,deletion,1
953301776484225024,tweet,1
953301789058662403,tweet,1
953301793278218245,tweet,1
953301793265549314,tweet,1
953301822613180416,tweet,1
953301843576311808,tweet,1
953301847778975750,tweet,1
953301851985858561,tweet,1
953301872944799744,tweet,1
953301474490093568,deletion,1
953301478701256706,deletion,1
953301487072968704,deletion,1
953301487081279488,deletion,1
953301512255569922,deletion,1
953301529011851264,deletion,1
953301541603172352,deletion,1
953301537400467456,deletion,1
953301537396228096,deletion,1
953301550012796930,deletion,1
953301566756442113,deletion,1
953301579351851008,deletion,1
953301604526108672,deletion,1
953302091044450304,tweet,1
953301222836068352,deletion,1
953301243816042496,deletion,1
953301608720470016,deletion,1
953301285759012864,deletion,1
953301310908125185,deletion,1
953301612902182917,deletion,1
953301604538646535,deletion,1
953301608716210181,deletion,1
953301629666766848,deletion,1
953301621294993408,deletion,1
953301625497669634,deletion,1
953301675829231616,deletion,1
953301646448226307,deletion,1
953301646443995136,deletion,1
953301646481743872,deletion,1
953301650671919110,deletion,1
953301684222119936,deletion,1
953301684201185280,deletion,1
953301684205293568,deletion,1
953301747119853568,deletion,1
953301763922300928,deletion,1
953301768108171270,deletion,1
953301776484225024,deletion,1
953301793278218245,deletion,1
953301789058662403,deletion,1
953301793265549314,deletion,1
953301822613180416,deletion,1
953301843576311808,deletion,1
953301851985858561,deletion,1
953301847778975750,deletion,1
953301872944799744,deletion,1
953301386418147328,deletion,1
953302091044450304,deletion,1
953301587753144321,deletion,1
954064586159816705,tweet,1
954064670050091008,tweet,1
954064670041821184,tweet,1
954064720373407744,tweet,1
954064821053476872,tweet,1
954064842012454913,tweet,1
954064879748571136,tweet,1
954064896530042880,tweet,1
954064942671548416,tweet,1
954065034950344711,tweet,1
954065051723460608,tweet,1
954065055926181890,tweet,1
954065076889292800,tweet,1
954065588594335744,tweet,1
954065634727485443,tweet,1
954065659905871872,tweet,1
954065701853163521,tweet,1
954065714419261440,tweet,1
954065768970358787,tweet,1
954065777333866496,tweet,1
954065777338003457,tweet,1
954065794127810561,tweet,1
954065815082545152,tweet,1
954065823483744256,tweet,1
954065844476276736,tweet,1
954065873802813441,tweet,1
954065936750907392,tweet,1
954065991264276480,tweet,1
954065815082545152,deletion,1
954066028992106497,tweet,1
954064586159816705,deletion,1
954066075129470976,tweet,1
954064670050091008,deletion,1
954064670041821184,deletion,1
954064720373407744,deletion,1
954064842012454913,deletion,1
954064879748571136,deletion,1
954066138064973824,tweet,1
954064896530042880,deletion,1
954064942671548416,deletion,1
954065034950344711,deletion,1
954065051723460608,deletion,1
954065055926181890,deletion,1
954065076889292800,deletion,1
954065588594335744,deletion,1
954065634727485443,deletion,1
954065659905871872,deletion,1
954065701853163521,deletion,1
954065714419261440,deletion,1
954065768970358787,deletion,1
954065777338003457,deletion,1
954065777333866496,deletion,1
954065794127810561,deletion,1
954065823483744256,deletion,1
954065844476276736,deletion,1
954065873802813441,deletion,1
954065936750907392,deletion,1
954065991264276480,deletion,1
954066028992106497,deletion,1
954066075129470976,deletion,1
954066138064973824,deletion,1
954066532342075392,tweet,2
954066561681240065,tweet,2
954066565879816194,tweet,2
954066574264201217,tweet,2
954066695882190848,tweet,2
954066809162010624,tweet,2
954066846914875392,tweet,2
954066876270809089,tweet,2
954066901415743488,tweet,2
954066943354515457,tweet,2
954066989483462656,tweet,2
954066532342075392,deletion,2
954066561681240065,deletion,2
954066574264201217,deletion,2
954066565879816194,deletion,2
954066695882190848,deletion,2
954066809162010624,deletion,2
954066846914875392,deletion,2
954066876270809089,deletion,2
954066901415743488,deletion,2
954066943354515457,deletion,2
954066989483462656,deletion,2
954069950670438401,tweet,3
954069963253403650,tweet,3
954070021965275142,tweet,3
954070051337981952,tweet,3
954070084917612544,tweet,3
954070089099333635,tweet,3
954070122657968130,tweet,3
954070558857158656,tweet,3
954070621767520257,tweet,3
954070621767585792,tweet,3
954070634371436544,tweet,3
954070672086626305,tweet,3
954070768576495622,tweet,3
954070797915770881,tweet,3
954070894393032704,tweet,3
954070919584067592,tweet,3
954070936327741440,tweet,3
954070936323575811,tweet,3
954070957311844353,tweet,3
954069950670438401,deletion,3
954069963253403650,deletion,3
954070021965275142,deletion,3
954070051337981952,deletion,3
954070084917612544,deletion,3
954070089099333635,deletion,3
954070122657968130,deletion,3
954070558857158656,deletion,3
954070634371436544,deletion,3
954070621767520257,deletion,3
954070621767585792,deletion,3
954070672086626305,deletion,3
954070768576495622,deletion,3
954070797915770881,deletion,3
954070894393032704,deletion,3
954070936323575811,deletion,3
954070936327741440,deletion,3
954070919584067592,deletion,3
954070957311844353,deletion,3
954393868375650304,tweet,1
954393889376559104,tweet,1
954393897760972800,tweet,1
954393910318718977,tweet,1
954393918703009792,tweet,1
954393935518068736,tweet,1
954393939674632192,tweet,1
954393939678781441,tweet,1
954393948088303616,tweet,1
954394011011371009,tweet,1
954394027775922176,tweet,1
954394027775938565,tweet,1
954394036177133568,tweet,1
954394040375574531,tweet,1
954394057136058368,tweet,1
954394057152827392,tweet,1
954394082306031619,tweet,1
954394086512963590,tweet,1
954394086491983878,tweet,1
954394090673725446,tweet,1
954394132625215488,tweet,1
954394157811945472,tweet,1
954394166175453184,tweet,1
954394170365489157,tweet,1
954394195543973888,tweet,1
954394212329541633,tweet,1
954394224924995584,tweet,1
954394224891453441,tweet,1
954394229106757633,tweet,1
954394250074042378,tweet,1
954394254260015104,tweet,1
954394266847141888,tweet,1
954394271028776962,tweet,1
954394271062413312,tweet,1
954394296215588868,tweet,1
954394333968510977,tweet,1
954394011011371009,deletion,1
954394027775938565,deletion,1
954394027775922176,deletion,1
954394040375574531,deletion,1
954394036177133568,deletion,1
954393868375650304,deletion,1
954394082306031619,deletion,1
954393889376559104,deletion,1
954393897760972800,deletion,1
954393910318718977,deletion,1
954393918703009792,deletion,1
954394132625215488,deletion,1
954393939678781441,deletion,1
954394157811945472,deletion,1
954393935518068736,deletion,1
954393939674632192,deletion,1
954394166175453184,deletion,1
954393948088303616,deletion,1
954394170365489157,deletion,1
954394195543973888,deletion,1
954394212329541633,deletion,1
954394224891453441,deletion,1
954394224924995584,deletion,1
954394229106757633,deletion,1
954394250074042378,deletion,1
954394254260015104,deletion,1
954394271062413312,deletion,1
954394271028776962,deletion,1
954394266847141888,deletion,1
954394057152827392,deletion,1
954394057136058368,deletion,1
954394296215588868,deletion,1
954394086491983878,deletion,1
954394090673725446,deletion,1
954394086512963590,deletion,1
954394333968510977,deletion,1
955773341402652673,tweet,1
955773395949576192,tweet,1
955773437900918786,tweet,1
955773450454556673,tweet,1
955773458859921409,tweet,1
955773471459627009,tweet,1
955773492418445312,tweet,1
955773505009848320,tweet,1
955773521761832960,tweet,1
955773525951991808,tweet,1
955773538560069632,tweet,1
955773714733420545,tweet,1
955773718898278400,tweet,1
955773748250071040,tweet,1
955773765039869952,tweet,1
955773769251000325,tweet,1
955773802788671489,tweet,1
955773807008067587,tweet,1
955773827971190784,tweet,1
955773341402652673,deletion,1
955773395949576192,deletion,1
955773437900918786,deletion,1
955773458859921409,deletion,1
955773450454556673,deletion,1
955773471459627009,deletion,1
955773492418445312,deletion,1
955773505009848320,deletion,1
955773521761832960,deletion,1
955773525951991808,deletion,1
955773538560069632,deletion,1
955773714733420545,deletion,1
